









Frequency of observations in the selected location(s).:
Number of taxa: 	206

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	16.0	4.0	2.0	9.0	8.0	4.0	11.0	4.0	9.0	4.0	5.0	12.0	6.0	9.0	7.0	5.0	3.0	6.0	3.0	9.0	1.0	3.0	3.0	3.0	15.0	8.0	8.0	13.0	12.0	4.0	7.0	6.0	4.0	11.0	7.0	3.0	9.0	5.0	6.0	10.0	2.0	6.0	8.0	4.0	7.0	4.0	5.0	10.0	

Greater White-fronted Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brant	0.0625	0.0	0.0	0.3333333333333333	0.0	0.25	0.2727272727272727	0.0	0.2222222222222222	0.0	0.0	0.3333333333333333	0.5	0.2222222222222222	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.4	
Cackling Goose	0.0	0.0	0.0	0.0	0.0015	0.0	0.09090909090909091	0.0	0.0	0.25	0.4	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.16666666666666666	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.0	0.125	0.0	0.0	0.0	0.2	0.0	
Canada Goose	0.25	0.0	0.5	0.3333333333333333	0.375	0.25	0.18181818181818182	0.75	0.7777777777777778	0.75	0.8	0.75	0.6666666666666666	0.3333333333333333	0.7142857142857143	0.8	0.6666666666666666	0.8333333333333334	0.6666666666666666	0.8888888888888888	1.0	1.0	0.6666666666666666	0.6666666666666666	0.8	0.5	0.375	0.3076923076923077	0.4166666666666667	0.25	0.2857142857142857	0.16666666666666666	0.5	0.7272727272727273	0.42857142857142855	0.0	0.4444444444444444	0.2	0.16666666666666666	0.2	0.5	0.16666666666666666	0.25	0.25	0.0	0.0	0.2	0.1	
Trumpeter Swan	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wood Duck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cinnamon Teal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Shoveler	0.4375	0.0	0.5	0.3333333333333333	0.375	0.5	0.36363636363636365	0.0	0.1111111111111111	0.25	0.2	0.4166666666666667	0.6666666666666666	0.3333333333333333	0.5714285714285714	0.4	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.25	0.09090909090909091	0.0	0.0	0.1111111111111111	0.4	0.8333333333333334	0.5	0.0015	0.3333333333333333	0.25	0.0	0.2857142857142857	0.25	0.2	0.6	
